,subject,nbofobs,countguess,countmem,accfamstd,accstd,accmemstd,confstd,curstd,ahastd,curiosity,confidence,aha,rtguess,rtaha,rtcurcon,curiosity_z,aha_z,confidence_z,old,accfam,rtfamiliar,rtpostguess,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,debrief,datajoin,fiveDCR,joyexp,deprsens,stresstol,ovsoccur,cosoccur,thrillseek,perccur,NCS,AQ28,socskills,routine,switching,imagination,numbpatt,acc,accmem,madeguess
88,38089,80,80,61,0.46643680294252143,0.3712363878934857,0.49298881801065664,1.2231288990934146,0.5263620066316682,0.8151065784161083,3.5375,1.1875,2.7625,6953.6636249999865,7793.136375000012,14428.039562499991,-1.4155343563970745e-16,-2.0747292772682612e-16,8.326672684688674e-18,1.0,0.6875,3336.1358124999215,6203.985000000039,4.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,89.0,14.0,11.0,20.0,16.0,17.0,11.0,28.0,43.0,84.0,20.0,12.0,14.0,23.0,15.0,0.1625,0.4,1.0
89,38095,80,55,72,0.31797420482911637,0.4282360049661484,0.42823600496614833,1.609898180599858,0.93109096212284,1.5094638162798828,4.7625,1.625,4.5,2835.1929375000063,3042.718812500014,4608.181250000004,-3.642919299551295e-16,3.469446951953614e-18,6.661338147750939e-17,1.0,0.8875,1048.606687499996,3495.624624999985,4.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,85.0,12.0,12.0,22.0,14.0,12.0,13.0,30.0,39.0,94.0,25.0,12.0,19.0,27.0,11.0,0.2375,0.7625,0.6875
90,38104,80,55,50,0.4953901416106939,0.3465471637582117,0.500632511321833,1.411469743013657,0.8633721054128768,2.3172099657382055,4.9625,1.2125,2.1875,5305.722374999654,3738.2163750001187,6317.545687499803,-3.677613769070831e-16,-1.3877787807814457e-17,9.575673587391976e-17,1.0,0.5875,1235.3086249999237,4057.4309375002895,3.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,0.0,2.0,3.0,3.0,4.0,5.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,0.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,101.0,10.0,18.0,16.0,20.0,20.0,17.0,33.0,47.0,71.0,18.0,10.0,15.0,23.0,5.0,0.1375,0.45,0.6875
91,38110,80,25,42,0.4554522026083082,0.2650531353464094,0.48717735184622313,1.2698425099200297,0.5867740599825068,1.0283943488316438,2.9,1.4125,3.175,2606.0108749999968,2558.3255625000143,4959.70087499999,1.1102230246251565e-16,1.8388068845354155e-16,-4.4408920985006264e-17,1.0,0.7125,1086.4015000000509,1826.9171250000072,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,70.0,11.0,11.0,16.0,14.0,10.0,8.0,25.0,42.0,89.0,23.0,15.0,16.0,27.0,8.0,0.075,0.375,0.3125
92,38113,80,57,63,0.4202169421632268,0.42823600496614833,0.47132992556613373,1.5738668819265866,0.8779110707248575,1.751988020882693,3.8375,1.4375,1.6375,2996.324562500008,3485.601874999992,4935.395437500019,8.326672684688674e-17,2.6367796834847467e-17,6.938893903907228e-18,1.0,0.775,960.4011250000069,2682.2441249999656,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,2.0,0.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,86.0,12.0,13.0,17.0,15.0,17.0,12.0,31.0,50.0,91.0,23.0,15.0,17.0,29.0,7.0,0.2375,0.675,0.7125
93,38116,80,57,78,0.19118219820734464,0.47997890248993547,0.37123638789348556,2.0609387071017857,0.8404338843264534,1.1272656510784251,3.95,1.825,3.9125,3143.1890625000015,2576.855687500038,4564.129937499957,-2.4338170367954606e-16,-9.159339953157541e-17,-9.714451465470119e-18,1.0,0.9625,1056.2934374999982,3747.3582499999525,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,78.0,14.0,12.0,17.0,13.0,12.0,10.0,41.0,44.0,89.0,23.0,15.0,13.0,22.0,16.0,0.35,0.8375,0.7125
94,38125,80,70,75,0.34654716375821165,0.35932426031459797,0.4974619125424374,1.6333161111638317,0.8682151048872799,1.5700923136611176,4.425,2.375,3.375,3840.425249999982,3412.5047500001265,5790.857937499978,2.0816681711721685e-16,3.053113317719181e-17,-3.3306690738754695e-17,1.0,0.8625,1458.524125000104,4753.468187499867,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,0.0,4.0,4.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,1.0,1.0,93.0,16.0,14.0,19.0,18.0,17.0,9.0,33.0,50.0,100.0,24.0,19.0,14.0,23.0,20.0,0.15,0.575,0.875
95,38128,80,58,67,0.4282360049661484,0.19118219820734464,0.4929888180106565,0.8855378112705711,1.1659054177067603,1.534209069310448,2.2125,1.475,3.025,2987.2463750000143,2925.088500000027,4790.039750000014,2.7408630920433553e-17,3.053113317719181e-17,-9.992007221626409e-17,1.0,0.7625,1841.9820624999847,5058.922937499965,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,5.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,0.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,0.0,1.0,84.0,13.0,14.0,16.0,15.0,13.0,13.0,31.0,49.0,86.0,20.0,12.0,12.0,26.0,16.0,0.0375,0.4,0.725
96,38134,80,53,51,0.4953901416106938,0.3018927632559766,0.4758403625512567,1.0779727809437936,0.8077943089485218,1.150055034456387,4.425,0.95,3.7625,2969.681874999847,3159.8352500000074,5619.48525000005,4.898859096158503e-16,-2.331468351712829e-16,4.5102810375396984e-17,1.0,0.5875,1345.6725000000793,3619.414812499951,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,0.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,87.0,15.0,10.0,20.0,15.0,15.0,12.0,38.0,26.0,80.0,24.0,10.0,13.0,24.0,9.0,0.1,0.3375,0.6625
97,38137,80,59,75,0.2650531353464094,0.47132992556613384,0.3593242603145979,1.757263407558555,1.7320051305212403,2.3099947942294348,3.3875,1.975,3.325,3320.783124999974,2596.6463750000257,5572.606624999931,-8.881784197001253e-17,-6.38378239159465e-17,-3.7730235602495554e-17,1.0,0.925,990.6779375000245,3039.8273750000226,3.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,5.0,2.0,0.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,72.0,9.0,8.0,21.0,12.0,13.0,9.0,27.0,36.0,63.0,18.0,10.0,12.0,20.0,3.0,0.325,0.85,0.7375
98,38140,80,73,50,0.5006325113218328,0.3465471637582117,0.4493314302129501,1.8366435401761785,1.8585672309332084,2.0853618815963793,3.1625,2.3625,3.825,3455.8121874999815,3214.9483125000697,4563.549687500041,-6.800116025829084e-17,-8.049116928532385e-17,1.2906342661267446e-16,1.0,0.55,1290.989437500009,3331.5616249999234,2.0,3.0,5.0,4.0,5.0,0.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0,3.0,5.0,3.0,0.0,5.0,0.0,0.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,0.0,5.0,4.0,5.0,2.0,4.0,0.0,0.0,4.0,5.0,4.0,4.0,4.0,0.0,4.0,0.0,3.0,4.0,1.0,0.0,3.0,0.0,5.0,2.0,5.0,4.0,1.0,5.0,3.0,0.0,2.0,0.0,0.0,1.0,81.0,14.0,14.0,9.0,15.0,20.0,9.0,26.0,60.0,105.0,21.0,18.0,13.0,43.0,10.0,0.1375,0.275,0.9125
99,38143,80,66,66,0.3465471637582117,0.3927749379717781,0.5017374874664179,1.5903188120784562,0.9359216671755214,1.4741979153664837,4.4,2.05,3.5625,2128.192187500024,3338.794687499999,5528.956062500004,-3.552713678800501e-16,1.4641066137244253e-16,9.159339953157541e-17,1.0,0.8625,1700.025250000038,2205.8343124999606,3.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,0.0,5.0,1.0,4.0,5.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,0.0,1.0,79.0,11.0,12.0,15.0,16.0,16.0,9.0,40.0,47.0,77.0,15.0,12.0,15.0,22.0,13.0,0.1875,0.5375,0.825
100,38146,80,22,57,0.42021694216322675,0.3465471637582117,0.4902530991904311,1.3072340109917855,1.4504473338782173,1.987142213636253,5.15,0.75,4.525,1889.612375000022,2485.9909999999827,4577.446062499997,-2.498001805406602e-16,-2.1094237467877973e-16,-7.355227538141662e-17,1.0,0.775,1150.5468125000218,2374.614812500021,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,1.0,5.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,1.0,3.0,2.0,0.0,1.0,87.0,13.0,14.0,15.0,19.0,14.0,12.0,37.0,41.0,95.0,28.0,11.0,13.0,28.0,15.0,0.1375,0.6125,0.275
101,38152,80,35,45,0.4611488131266319,0.35932426031459785,0.5017374874664179,1.826276214083341,1.5909156665982798,1.9355109226365965,3.725,1.7375,3.475,2177.083500000019,2242.255375000003,4078.9161875000054,-8.604228440844963e-17,-2.7755575615628914e-17,-1.5959455978986624e-17,1.0,0.7,920.8026250000228,2212.0683124999805,5.0,4.0,4.0,5.0,5.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,0.0,5.0,5.0,5.0,1.0,5.0,4.0,5.0,0.0,1.0,5.0,5.0,4.0,1.0,0.0,4.0,5.0,2.0,1.0,5.0,5.0,0.0,5.0,0.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,0.0,4.0,5.0,0.0,5.0,0.0,5.0,0.0,3.0,4.0,1.0,1.0,111.0,18.0,11.0,25.0,20.0,19.0,18.0,39.0,43.0,65.0,13.0,8.0,16.0,16.0,12.0,0.15,0.4625,0.4375
102,38155,80,76,78,0.3179742048291164,0.4554522026083083,0.4427689056352854,2.0106913604119963,1.703310254411923,2.177234048343408,2.6,3.2125,2.7625,4581.288749999994,4468.393750000003,6743.938749999999,-9.020562075079397e-17,-7.424616477180734e-17,5.828670879282072e-17,1.0,0.8875,1248.8337500000314,5347.226250000024,3.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,76.0,13.0,9.0,15.0,16.0,16.0,7.0,33.0,39.0,88.0,21.0,15.0,16.0,22.0,14.0,0.2875,0.7375,0.95
103,38158,80,69,65,0.34654716375821165,0.4025236843413021,0.49298881801065664,1.048205217128397,0.6443522898366401,1.342996366527598,2.8,1.7,3.2375,4049.322562500074,3966.6317499999504,6573.134874999941,3.608224830031759e-16,1.3322676295501878e-16,2.6367796834847467e-17,1.0,0.8625,1246.7257499999425,5390.892437499989,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,78.0,13.0,12.0,16.0,13.0,15.0,9.0,37.0,44.0,92.0,24.0,14.0,17.0,25.0,12.0,0.2,0.6,0.8625
104,38164,80,66,70,0.3823643964146892,0.44276890563528554,0.45545220260830827,1.4261903755606304,0.4928283137518003,1.488351394468968,4.6875,1.9375,3.25,2915.1543125000917,2790.27906249999,5144.694874999916,-2.7755575615628914e-17,-1.9428902930940238e-17,-3.053113317719181e-17,1.0,0.825,1277.4141875001865,3036.0602500000505,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,82.0,14.0,10.0,20.0,14.0,12.0,12.0,29.0,38.0,78.0,19.0,12.0,15.0,21.0,11.0,0.2625,0.7125,0.825
105,38167,80,31,35,0.5006325113218327,0.37123638789348573,0.4554522026083082,1.5159489654413782,0.7629680551402903,1.6746433589713468,5.5125,1.075,4.675,2917.128687500015,6988.711312499801,6758.865000000155,-1.7486012637846215e-16,9.43689570931383e-17,-1.3877787807814457e-17,1.0,0.45,849.5852500005567,1539.2729375005642,3.0,2.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,0.0,1.0,3.0,4.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,77.0,11.0,14.0,13.0,13.0,16.0,10.0,38.0,46.0,108.0,38.0,18.0,16.0,25.0,11.0,0.1625,0.2875,0.3875
106,38176,80,56,65,0.33280548924392167,0.35932426031459797,0.4554522026083082,1.3201817097791662,0.8493295941468604,1.8321582348335401,4.9875,1.4375,2.6875,2532.0734999999477,3246.6013124995093,5944.589687498783,1.525906137556099e-16,-9.71445146547012e-17,-6.661338147750939e-17,1.0,0.875,1166.6153750001831,2744.9520625006785,4.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,1.0,0.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,1.0,2.0,0.0,5.0,5.0,1.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,1.0,2.0,5.0,4.0,1.0,3.0,3.0,5.0,1.0,1.0,91.0,15.0,8.0,20.0,18.0,18.0,12.0,38.0,31.0,68.0,15.0,10.0,13.0,14.0,16.0,0.15,0.7125,0.7
107,38179,80,64,68,0.31797420482911637,0.44933143021294997,0.4929888180106566,1.5277496481235964,1.2916479514092634,1.7164505619578938,4.05,2.7125,4.125,5388.67637500011,5622.77737500008,10635.127562500147,1.3877787807814457e-16,2.2204460492503132e-17,9.43689570931383e-17,1.0,0.8875,2184.7570624999703,5492.650999999896,4.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,82.0,16.0,8.0,17.0,16.0,16.0,9.0,34.0,44.0,85.0,21.0,10.0,18.0,26.0,10.0,0.275,0.6,0.8
108,38182,80,45,45,0.4902530991904312,0.3018927632559765,0.4902530991904312,1.3663566078249245,1.4341561272986822,2.017486843713476,2.6375,1.1375,1.925,2691.0488124999965,3996.4603125000285,7214.116999999997,-1.554312234475219e-16,5.551115123125783e-18,-1.3877787807814458e-18,1.0,0.6125,1638.5536875000398,2718.0602499999745,4.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,0.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,2.0,3.0,5.0,5.0,2.0,4.0,2.0,2.0,0.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,5.0,2.0,0.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,5.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,89.0,12.0,17.0,21.0,16.0,12.0,11.0,35.0,35.0,89.0,25.0,15.0,17.0,28.0,4.0,0.1,0.3875,0.5625
109,38185,80,45,55,0.4929888180106566,0.40252368434130203,0.4992082338658824,1.5658034698930494,1.3865881083719425,1.8218088104332328,3.3375,1.4375,3.35,3026.617187499891,3051.8341875000515,6386.563312499984,8.326672684688674e-18,-9.159339953157541e-17,3.3306690738754695e-17,1.0,0.6,1173.1756875000342,2785.885250000082,4.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,73.0,15.0,11.0,12.0,14.0,15.0,6.0,29.0,45.0,80.0,21.0,13.0,15.0,25.0,6.0,0.2,0.4375,0.5625
110,38197,80,67,61,0.4493314302129501,0.3018927632559765,0.4974619125424375,1.6941821521185267,0.8324890237616016,1.250569490525381,4.125,2.625,4.075,2115.961687499997,3209.989687500037,4681.716375000009,4.718447854656915e-17,-1.1934897514720432e-16,-8.326672684688674e-18,1.0,0.725,1314.9099999999423,2336.232250000062,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,0.0,4.0,1.0,4.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,0.0,5.0,0.0,5.0,5.0,1.0,3.0,1.0,5.0,2.0,1.0,4.0,3.0,5.0,5.0,4.0,1.0,2.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,93.0,15.0,14.0,22.0,18.0,15.0,9.0,30.0,48.0,82.0,14.0,12.0,15.0,21.0,20.0,0.1,0.425,0.8375
111,38200,80,58,70,0.4116576554814153,0.3465471637582117,0.4902530991904312,1.1900829670045825,1.3733448035242595,1.8411608886030353,3.25,1.3375,2.95,2118.200000000001,2797.9874999999997,4010.6375000000035,-6.38378239159465e-17,-1.0547118733938987e-16,7.771561172376095e-17,1.0,0.7875,777.5124999999971,1756.199999999997,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,1.0,0.0,1.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,0.0,2.0,1.0,4.0,0.0,1.0,4.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,0.0,1.0,68.0,7.0,12.0,12.0,16.0,18.0,3.0,39.0,58.0,113.0,34.0,19.0,21.0,24.0,15.0,0.1375,0.3875,0.725
