,subject,nbofobs,countguess,countmem,accfamstd,accstd,accmemstd,confstd,curstd,ahastd,curiosity,confidence,aha,rtguess,rtaha,rtcurcon,curiosity_z,aha_z,confidence_z,old,accfam,rtfamiliar,rtpostguess,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,debrief,datajoin,fiveDCR,joyexp,deprsens,stresstol,ovsoccur,cosoccur,thrillseek,perccur,NCS,AQ28,socskills,routine,switching,imagination,numbpatt,acc,accmem,madeguess
128,38317,80,67,64,0.4758403625512566,0.41165765548141536,0.5006325113218328,0.8018964862646203,0.754627076983364,1.5826891872035833,3.9875,1.2,3.5375,5349.92724999991,3352.600687499972,7355.731937499969,2.1501897484732524e-16,-1.3877787807814457e-17,3.8857805861880476e-17,1.0,0.6625,1441.6430625000678,5607.219937499799,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,73.0,13.0,4.0,21.0,16.0,13.0,6.0,24.0,33.0,75.0,19.0,12.0,15.0,25.0,4.0,0.2125,0.45,0.8375
129,38326,80,72,75,0.3712363878934857,0.47132992556613373,0.4758403625512566,1.7581635989026532,1.1594411573979742,2.533322229600361,4.65,1.35,3.75,3844.860875000001,3268.3701249999913,5153.3810625000015,-2.983724378680108e-16,4.8572257327350596e-18,-6.973588373426765e-17,1.0,0.8375,905.4479374999879,3852.6398750000285,3.0,1.0,4.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,3.0,0.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,82.0,11.0,9.0,20.0,15.0,16.0,11.0,34.0,43.0,73.0,20.0,12.0,12.0,21.0,8.0,0.325,0.6625,0.9
130,38341,80,55,66,0.4282360049661483,0.39277493797177815,0.5006325113218327,1.2308662175759073,0.7016030469168716,1.7660207003101778,5.0375,1.4375,3.9125,4501.288499999993,2962.138312500013,5343.96693750002,6.106226635438361e-16,-8.326672684688674e-17,1.6653345369377347e-17,1.0,0.7625,1328.6957500000194,4142.248562499992,4.0,3.0,4.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,1.0,4.0,0.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,2.0,4.0,0.0,5.0,5.0,2.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,5.0,3.0,0.0,1.0,4.0,2.0,1.0,1.0,89.0,16.0,8.0,21.0,16.0,17.0,11.0,38.0,40.0,66.0,16.0,9.0,10.0,21.0,10.0,0.1875,0.55,0.6875
131,38347,80,38,63,0.4611488131266319,0.3593242603145979,0.49025309919043125,2.1034931766715568,1.5086249921993893,1.6853332315200529,4.05,1.925,3.7125,1855.23081249994,5057.336312500411,4210.259062505065,1.6653345369377348e-16,1.3877787807814458e-18,2.7755575615628915e-18,1.0,0.7,506.954375001078,1736.487937498896,1.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,67.0,10.0,8.0,13.0,15.0,15.0,6.0,31.0,50.0,89.0,26.0,18.0,17.0,20.0,8.0,0.15,0.6125,0.475
132,38350,80,43,51,0.3328054892439218,0.4202169421632268,0.5025252685881779,2.028905048592105,1.5318868153978848,1.7574434827147956,1.4125,1.6,3.0,3926.4499999999853,5660.862500000008,53006.01249999999,-6.800116025829084e-17,1.3877787807814457e-17,1.3877787807814457e-17,1.0,0.875,2988.6249999999536,5465.887499999953,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,0.0,1.0,67.0,9.0,10.0,19.0,9.0,11.0,9.0,26.0,36.0,95.0,23.0,16.0,18.0,26.0,12.0,0.225,0.525,0.5375
133,38353,80,55,53,0.34654716375821165,0.3465471637582117,0.501737487466418,1.535240054622226,1.8721391677146069,2.0250019534292814,1.8375,1.15,1.225,2592.1807500000023,2455.155812499983,4424.220375000029,5.724587470723463e-17,-1.3322676295501878e-16,3.3306690738754695e-17,1.0,0.8625,1019.2316250000265,3012.3441874999553,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,5.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,0.0,5.0,1.0,5.0,1.0,1.0,0.0,4.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,5.0,0.0,2.0,2.0,5.0,2.0,4.0,5.0,5.0,0.0,1.0,107.0,18.0,19.0,16.0,19.0,18.0,17.0,41.0,60.0,81.0,15.0,16.0,11.0,18.0,21.0,0.1375,0.4625,0.6875
134,38356,80,45,52,0.461148813126632,0.4202169421632268,0.5029973450366553,1.8503762874246124,0.9378638534429916,1.106654211713757,3.7375,1.6375,2.125,2087.0243749999977,3831.338125000012,5533.502312499974,2.2343238370581277e-16,-3.469446951953614e-18,-3.608224830031759e-17,1.0,0.7,1110.4669375000026,1981.8131249999947,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,82.0,13.0,12.0,16.0,17.0,15.0,9.0,30.0,37.0,94.0,23.0,14.0,19.0,26.0,12.0,0.225,0.4875,0.5625
135,38359,80,56,51,0.44276890563528537,0.31797420482911637,0.500632511321833,0.7785697695620794,0.8252349109361817,1.4043332577184722,4.95,0.5375,2.95,2544.0418749999894,2325.9659999999976,3950.689124999962,-2.831068712794149e-16,-1.4988010832439614e-16,3.608224830031759e-17,1.0,0.7375,928.1325000000361,2070.7333750000107,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,4.0,0.0,4.0,0.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,72.0,12.0,9.0,14.0,13.0,16.0,8.0,31.0,44.0,117.0,36.0,17.0,16.0,34.0,14.0,0.1125,0.45,0.7
136,38368,80,56,64,0.40252368434130215,0.4025236843413021,0.48375509024895247,1.0175672154578703,0.7855498759435564,1.3902349314259665,5.375,0.95,4.9375,2262.977062499992,2476.066937499921,4220.132624999953,8.326672684688674e-18,2.7755575615628914e-17,1.6653345369377347e-17,1.0,0.8,1294.9982500000274,2468.96449999999,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,83.0,13.0,9.0,20.0,15.0,14.0,12.0,33.0,36.0,81.0,20.0,10.0,13.0,27.0,11.0,0.2,0.6375,0.7
137,38389,80,62,75,0.26505313534640945,0.4493314302129501,0.46114881312663186,1.5850867484147355,1.2451805827044944,1.8259296227789759,3.6375,1.3625,3.4125,4078.5693124995278,3343.4230625005484,7105.4795624995895,-1.3877787807814457e-17,-5.412337245047638e-17,7.632783294297952e-18,1.0,0.925,1705.040124998623,4652.886499999309,4.0,1.0,4.0,3.0,4.0,1.0,3.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,0.0,4.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,0.0,1.0,94.0,12.0,10.0,19.0,16.0,18.0,19.0,35.0,33.0,71.0,15.0,8.0,17.0,21.0,10.0,0.275,0.7,0.775
138,38392,80,80,80,0.42021694216322675,0.4427689056352855,0.49746191254243755,2.2269920679890345,1.0527240132633362,1.9998417658923906,4.925,2.55,4.225,4255.931812500137,3337.091062500047,5038.761375000034,1.1032841307212493e-16,1.609823385706477e-16,1.311450947838466e-16,1.0,0.775,1191.8636249999574,3471.345937500225,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,4.0,2.0,5.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,5.0,5.0,2.0,2.0,5.0,5.0,2.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,102.0,18.0,12.0,18.0,20.0,16.0,18.0,34.0,25.0,74.0,16.0,8.0,13.0,28.0,9.0,0.2625,0.575,1.0
140,38401,80,78,77,0.33280548924392167,0.4493314302129501,0.44933143021295013,2.0897201678087995,1.8278783440115292,2.3748417668807993,4.225,2.3875,2.675,5211.941187499988,2968.8296250000044,5715.512624999957,2.248201624865942e-16,9.71445146547012e-17,-5.2735593669694933e-17,1.0,0.875,1380.3955000000017,4519.606499999907,4.0,5.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,0.0,2.0,3.0,4.0,5.0,1.0,0.0,3.0,5.0,2.0,5.0,1.0,4.0,5.0,2.0,3.0,0.0,2.0,3.0,1.0,0.0,3.0,4.0,2.0,5.0,1.0,3.0,1.0,1.0,4.0,0.0,0.0,4.0,3.0,4.0,1.0,1.0,95.0,16.0,13.0,18.0,19.0,20.0,9.0,31.0,41.0,83.0,15.0,17.0,20.0,20.0,11.0,0.275,0.725,0.975
141,38404,80,60,61,0.5029973450366553,0.39277493797177815,0.4953901416106937,1.9078452289746988,0.15710997518871128,2.1391098941476816,5.975,2.175,2.1375,4153.964999999998,2167.5374999999935,4327.003750000005,2.3266111259800938e-15,-1.0547118733938987e-16,7.216449660063518e-17,1.0,0.5125,1073.51875,2929.4375000000086,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,0.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,1.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,4.0,4.0,0.0,2.0,1.0,5.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,61.0,9.0,7.0,8.0,17.0,17.0,3.0,35.0,62.0,98.0,26.0,16.0,22.0,20.0,14.0,0.1875,0.4125,0.75
142,38407,80,60,70,0.2650531353464094,0.47584036255125667,0.4202169421632268,1.51782656069606,1.2267457207144188,1.4248584206816275,2.9625,2.0,2.9125,3522.700000000018,3115.3624999999906,4998.774999999982,7.216449660063518e-17,-1.4294121442048891e-16,4.163336342344337e-18,1.0,0.925,391.0375000000029,2317.1499999999855,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,0.0,1.0,84.0,15.0,12.0,16.0,17.0,15.0,9.0,38.0,42.0,86.0,20.0,13.0,14.0,22.0,17.0,0.3375,0.775,0.75
143,38419,80,62,68,0.4427689056352855,0.4554522026083082,0.48375509024895247,1.6637897110307074,0.6749355337241806,1.4530631111769683,4.8875,1.9375,4.2,3468.0448750000082,2582.567499999985,4313.450437500001,-2.6680047060523295e-16,-8.881784197001253e-17,-4.423544863740858e-18,1.0,0.7375,1630.3706875000148,3623.1877500000264,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,0.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,87.0,14.0,15.0,16.0,16.0,14.0,12.0,35.0,48.0,84.0,19.0,13.0,16.0,22.0,14.0,0.2875,0.6375,0.775
144,38422,80,50,53,0.43574467033059505,0.31797420482911637,0.48717735184622324,1.3868733617453999,1.381615271880588,1.6350589351821503,3.7,1.475,3.1,1958.0391249999998,3553.6026249999873,4338.073374999981,-1.2108369862318113e-16,-1.6930901125533636e-16,6.938893903907229e-19,1.0,0.75,1418.04675,2237.8449374999936,3.0,2.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,0.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,0.0,3.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,79.0,11.0,6.0,23.0,14.0,13.0,12.0,31.0,37.0,74.0,18.0,9.0,14.0,22.0,11.0,0.1125,0.375,0.625
145,38425,80,61,68,0.42021694216322675,0.3823643964146893,0.5025252685881778,1.7473306947919236,1.3938722132374417,1.9910797910122073,3.8625,2.1,3.3125,4598.013124999986,3184.0466875000084,7608.017249999941,1.0824674490095276e-16,-3.3306690738754695e-17,-1.6653345369377347e-17,1.0,0.775,1252.143500000023,7014.407812499968,4.0,1.0,5.0,5.0,3.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,89.0,15.0,7.0,20.0,18.0,16.0,13.0,41.0,20.0,72.0,23.0,10.0,10.0,21.0,8.0,0.175,0.475,0.7625
146,38428,80,54,72,0.43574467033059494,0.3328054892439218,0.4799789024899355,1.7534324385204283,1.2241633671071395,1.8280081848970566,4.2875,1.8375,3.4875,2078.822000000019,3271.006937500002,6316.659625000003,2.886579864025407e-16,1.4155343563970745e-16,3.8857805861880476e-17,1.0,0.75,1303.3560000000027,2439.354875000013,4.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,0.0,5.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,78.0,17.0,8.0,19.0,12.0,14.0,8.0,32.0,49.0,72.0,13.0,14.0,12.0,21.0,12.0,0.125,0.65,0.675
147,38431,80,66,73,0.37123638789348556,0.4357446703305951,0.461148813126632,1.9584287165926373,1.1842852889273008,1.566611678718991,3.7,2.75,3.6625,4086.422437499973,3061.1410000000024,6184.820562499992,-1.061650767297806e-16,-8.049116928532385e-17,5.551115123125783e-18,1.0,0.8375,1054.9190625000424,4191.82237500003,4.0,4.0,5.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,0.0,4.0,3.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,4.0,4.0,2.0,5.0,1.0,3.0,4.0,0.0,1.0,91.0,18.0,13.0,15.0,18.0,17.0,10.0,44.0,43.0,84.0,21.0,14.0,16.0,18.0,15.0,0.25,0.7,0.825
148,38434,80,55,49,0.40252368434130215,0.3823643964146892,0.5006325113218328,1.003474974932836,0.432829957549034,1.2220935554317636,4.8,1.075,3.5125,2521.2375624999777,3228.9380624999394,5829.87806250011,3.774758283725532e-16,-1.8041124150158794e-16,7.632783294297951e-17,1.0,0.8,1349.8303125000414,3260.2341249999795,4.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,0.0,5.0,1.0,4.0,4.0,4.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,3.0,1.0,1.0,75.0,12.0,10.0,15.0,17.0,12.0,9.0,33.0,34.0,85.0,17.0,13.0,17.0,28.0,10.0,0.175,0.45,0.6875
149,38437,80,72,55,0.4202169421632268,0.4611488131266318,0.5029973450366554,1.788854381999832,1.4476082412908418,1.809783538353745,3.925,2.3,3.125,2708.9614999999953,2878.331312500007,4422.442875000016,1.1379786002407854e-16,1.6653345369377347e-17,9.506284648352902e-17,1.0,0.775,935.3766249999753,1861.1927499999613,4.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,0.0,3.0,1.0,4.0,5.0,1.0,2.0,2.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,4.0,0.0,1.0,82.0,13.0,8.0,20.0,17.0,14.0,10.0,35.0,37.0,74.0,17.0,11.0,10.0,23.0,13.0,0.3,0.4875,0.9
150,38449,80,78,67,0.3712363878934857,0.4427689056352855,0.4992082338658826,0.8259057168736372,0.6597611765833012,1.5798874339007412,4.7125,1.3375,4.3125,5544.38249999911,3203.965687500565,6438.281875001116,-5.162537064506978e-16,-4.4408920985006264e-17,6.106226635438361e-17,1.0,0.8375,988.9858124997845,3661.340000000005,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,0.0,1.0,87.0,14.0,14.0,14.0,16.0,16.0,13.0,37.0,51.0,93.0,22.0,15.0,15.0,27.0,14.0,0.2625,0.5625,0.975
151,38455,80,74,77,0.4202169421632267,0.4554522026083083,0.48375509024895247,1.9596806120553993,1.5719052375857034,1.7203178982054672,3.6,2.7875,4.05,3326.32443750002,3020.499062500027,5022.775562500103,-7.771561172376095e-17,1.0824674490095276e-16,-1.9428902930940238e-17,1.0,0.775,749.5673749999987,3012.695937500047,3.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,0.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,73.0,10.0,12.0,14.0,14.0,17.0,6.0,38.0,53.0,92.0,28.0,14.0,16.0,20.0,14.0,0.2875,0.6375,0.925
152,38458,80,71,80,0.3018927632559765,0.4493314302129499,0.4025236843413021,1.6946957458157719,0.8986628604258998,1.5242761303382624,5.45,1.8375,4.825,4050.79499999995,2642.408187499982,4087.059999999965,-1.9706458687096528e-16,-1.0269562977782698e-16,-2.914335439641036e-17,1.0,0.9,989.362875000108,3890.4171875000525,4.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,0.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,0.0,5.0,5.0,2.0,4.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,86.0,14.0,14.0,16.0,18.0,19.0,5.0,39.0,42.0,94.0,28.0,16.0,14.0,23.0,13.0,0.275,0.8,0.8875
